pig	sire	dam	year	sex	pen	weanage	weanwt	adg	weight	loinarea
1766	313	369	2007	2	55	20	13.05	1.9	230	6.55
1767	313	369	2007	1	24	20	11.05	1.9	247	6.25
1768	313	369	2007	1	20	20	13.05	2	256	6.87
1769	313	369	2007	1	34	20	13.25	1.7	213	6.34
1770	313	369	2007	1	30	20	11.4	1.8	215	6.46
1771	326	370	2007	2	43	19	15.2	1.8	223	5.65
1772	326	370	2007	3	37	19	13.25	1.7	197	4.93
1773	326	370	2007	2	49	19	13.15	1.8	210	4.04
526	326	370	2007	1	52	19	14.25	1.9	230	6.38
483	326	370	2007	1	30	19	13	2	242	6.29
462	326	370	2007	1	32	19	12.35	2.1	244	5.01
1774	326	370	2007	1	38	19	14.7	1.8	218	6.12
1775	344	371	2007	2	43	19	12.95	1.5	187	5.49
1776	344	371	2007	2	49	20	15	2	234	6.33
1777	344	371	2007	1	38	20	13.55	1.8	217	6.8
1778	344	371	2007	1	27	20	9.2	1.9	227	5.82
1779	344	371	2007	1	20	20	11.85	2.1	254	6.3
1780	346	372	2007	2	1	20	11	2.1	268	7.62
1781	346	372	2007	1	33	20	11.35	1.9	226	6.01
521	346	372	2007	1	2	20	10.7	2.2	263	6.1
1782	346	372	2007	1	8	20	10.25	1.9	249	5.7
522	346	372	2007	1	31	20	10.35	1.4	185	4.54
1783	342	373	2007	3	17	20	14.4	1.9	245	6.45
1784	342	373	2007	2	5	20	12.5	1.7	215	5.64
1785	342	373	2007	2	1	20	14.05	2	264	6.46
1786	342	373	2007	1	33	20	14.8	1.5	203	4.76
1787	342	373	2007	1	31	20	14.35	1.4	185	5.35
479	342	373	2007	1	2	20	14.7	2	258	6.02
1788	342	373	2007	1	8	20	14.1	1.8	244	5.57
420	339	374	2007	2	7	20	12	1.7	217	4.88
1789	339	374	2007	2	3	20	13.85	2.2	276	7.35
1790	339	374	2007	3	17	20	12.6	2.1	255	5.82
1791	339	374	2007	1	31	20	11.55	1.8	222	5.6
512	339	374	2007	1	33	20	12.1	1.8	214	5.98
514	339	374	2007	1	19	20	6.15	1.8	211	5.42
438	326	375	2007	2	3	22	12.25	2	269	6.81
470	326	375	2007	2	5	22	13.2	2.1	259	5.51
1792	326	375	2007	3	15	22	12.8	1.9	255	6.86
515	326	375	2007	1	4	22	11.4	1.9	255	7.2
471	326	375	2007	1	10	22	12.25	1.9	246	8.04
487	326	375	2007	1	12	22	11.15	2	260	5.62
1793	318	376	2007	2	5	22	12	1.9	255	6.75
474	318	376	2007	1	21	22	7.5	2.1	245	6.25
1794	318	376	2007	1	31	22	12.4	2	242	7.46
1795	318	376	2007	1	10	22	12.3	2	251	6.45
439	318	376	2007	1	33	22	15.15	2	243	6.85
1796	332	377	2007	2	1	22	13.65	2.2	278	7.39
1797	332	377	2007	1	21	22	10.4	1.7	210	5.09
1798	332	377	2007	1	27	22	8.35	1.8	229	6.06
1799	311	378	2007	2	1	22	14.95	2.1	267	6.11
1800	311	378	2007	1	31	22	13.45	2.1	244	5.95
1801	311	378	2007	1	2	22	13.7	2	252	7.71
1802	311	378	2007	1	8	22	13	1.7	217	6.73
1803	311	378	2007	1	33	22	14.5	1.9	231	6.23
1804	315	379	2007	3	15	21	10.85	2.1	260	6.14
1805	315	379	2007	2	1	21	15.25	2	258	5.73
1806	315	379	2007	2	5	21	13.1	1.8	241	5.6
1807	315	379	2007	1	8	21	11.05	1.8	228	6.52
1808	315	379	2007	1	33	21	12.25	1.9	229	7.23
1809	315	379	2007	1	21	21	8.9	1.6	207	5.84
1810	311	380	2007	2	7	21	15.35	2.2	282	6.51
1811	311	380	2007	2	3	21	13.45	1.9	251	5.5
1812	311	380	2007	1	31	21	13.2	2	247	6.53
1813	311	380	2007	1	4	21	13.8	1.9	251	7.55
1814	311	380	2007	1	2	21	12.4	2.1	266	6.68
1815	311	380	2007	1	10	21	13.5	1.8	250	6.41
1816	337	381	2007	3	17	21	14	2	253	5.66
1817	337	381	2007	1	31	21	13.9	1.6	201	4.81
506	337	381	2007	1	2	21	11	2	257	6.09
1818	337	381	2007	1	27	21	13.7	2	233	6.41
1819	337	381	2007	1	12	21	11.75	1.2	163	4.69
1820	330	382	2007	2	5	21	11.6	2.1	261	6.49
1821	330	382	2007	2	1	21	12.55	1.8	236	6.04
1822	330	382	2007	3	15	21	10.85	2.2	275	6.02
1823	330	382	2007	1	8	21	11.6	2.1	264	5.95
1824	330	382	2007	1	2	21	13.35	2	265	5.32
1825	330	382	2007	1	12	21	10.6	2.1	269	5.86
1826	330	382	2007	1	10	21	14.55	1.8	255	6.34
1827	334	383	2007	2	3	21	16.3	1.7	237	5.22
1828	334	383	2007	3	17	21	17.6	1.9	252	5.93
1829	334	383	2007	2	1	21	14.15	1.4	187	5.45
1830	363	384	2007	2	7	21	17.15	1.6	206	4.53
1831	363	384	2007	1	8	21	19.2	1.6	223	7.11
475	363	384	2007	1	6	21	18.35	1.7	220	5.51
1832	363	384	2007	1	4	21	18	1.6	217	5.62
435	363	384	2007	1	20	21	16.2	1.9	232	7.17
1833	386	385	2007	3	17	21	14.45	1.9	255	6.66
461	386	385	2007	2	7	21	15.25	2.2	270	6.39
1834	386	385	2007	1	6	21	13.95	2.2	259	5.31
1835	386	385	2007	1	30	21	13.25	2.1	239	5.68
1836	386	385	2007	1	4	21	17.05	2.1	280	6.47
1837	322	387	2007	1	33	21	16.05	1.8	218	5.75
450	328	388	2007	2	7	20	15.55	2	265	5.52
434	328	388	2007	2	3	20	16.05	2.1	282	7.23
1838	328	388	2007	3	17	20	16.15	2.1	260	5.87
1839	328	388	2007	1	4	20	13.65	1.7	235	6.95
1840	328	388	2007	1	6	20	14	2	245	5.62
429	328	388	2007	1	12	20	14.05	1.9	235	5.7
1841	328	388	2007	1	10	20	12.25	1.6	217	6.25
1842	386	389	2007	2	5	20	15.7	2	270	5.37
1843	386	389	2007	3	17	20	14.6	1.8	222	5.69
1844	386	389	2007	2	1	20	16.35	2	246	4.97
1845	386	389	2007	1	8	20	15.1	1.6	222	5.1
1846	386	389	2007	1	2	20	16.25	1.9	252	6.25
1847	386	389	2007	1	33	20	15.85	1.4	187	6.24
425	386	389	2007	1	31	20	15.7	1.9	232	4.47
1848	313	390	2007	2	7	20	14.2	1.6	216	5.02
1849	313	390	2007	2	3	20	14.45	1.9	242	5.46
1850	313	390	2007	3	37	20	15.5	1.7	208	5.55
1851	313	390	2007	1	4	20	13.7	1.5	185	6.03
1852	313	390	2007	1	6	20	12.1	1.7	214	5.1
1853	313	390	2007	1	10	20	14.05	1.9	248	7.77
1854	313	390	2007	1	12	20	11.75	1.9	232	5.6
442	392	391	2007	2	3	20	14.95	1.8	240	5.99
448	392	391	2007	2	7	20	14.5	1.7	223	5.58
1855	392	391	2007	3	17	20	14.9	1.9	244	6.33
490	392	391	2007	1	10	20	13.05	1.7	231	6.25
491	392	391	2007	1	4	20	13.5	1.5	198	6.71
1856	392	391	2007	1	6	20	12	1.6	214	5.5
456	392	391	2007	1	12	20	12.7	1.8	225	5.73
1857	358	393	2007	2	5	20	11.3	1.9	251	6.4
496	358	393	2007	1	6	20	12	1.9	255	7.51
455	358	393	2007	1	8	20	10.25	1.8	233	5.5
539	358	393	2007	1	4	20	12.9	2	272	6.61
1858	358	393	2007	1	12	20	11.2	1.7	220	5.91
1859	346	394	2007	2	7	22	17.1	1.5	221	5.41
1860	346	394	2007	3	15	22	13.2	2	247	7.23
458	346	394	2007	1	6	22	15.8	2	255	7.39
1861	346	394	2007	1	12	22	14.85	1.7	227	6.24
520	346	394	2007	1	21	22	9.25	2.1	251	7.14
1862	346	394	2007	1	20	22	12.95	2.2	276	6.52
511	326	395	2007	1	10	22	10.55	2.1	255	6.1
1863	326	395	2007	1	25	22	7.55	1.9	220	5.55
482	326	395	2007	1	21	22	8.45	2.1	235	6.33
508	326	395	2007	1	6	22	12.9	2	248	5.15
430	397	396	2007	2	3	21	15	2.1	270	5.14
1864	397	396	2007	1	2	21	14.65	2.1	265	7.04
436	322	398	2007	2	9	21	12.85	1.6	218	5.77
488	322	398	2007	2	11	21	13.25	2.1	259	7.12
536	322	398	2007	1	18	21	14	2.1	260	7.1
1865	322	398	2007	1	22	21	13.6	1.9	235	5.57
447	322	398	2007	1	16	21	14.5	1.8	245	6.1
1866	322	398	2007	1	14	21	14.75	1.8	234	6.36
1867	320	399	2007	2	11	21	12.75	2	243	6.42
1868	320	399	2007	2	9	21	15.6	1.8	229	5.75
1869	320	399	2007	1	22	21	12.1	1.8	234	5.91
1870	320	399	2007	1	18	21	13.5	1.8	225	6.07
1871	320	399	2007	1	14	21	16.35	1.9	237	6.6
1872	320	399	2007	1	16	21	13.4	1.8	229	5.66
1873	361	400	2007	2	11	21	12.25	1.9	232	4.83
1874	361	400	2007	2	9	21	12.7	1.9	239	5.24
532	361	400	2007	1	24	21	11.25	2	233	5.32
1875	361	400	2007	1	16	21	12.05	2	245	4.74
504	361	400	2007	1	14	21	13.15	2	241	5.16
537	361	400	2007	1	22	21	10.1	1.8	230	5.26
1876	351	401	2007	2	13	21	11.3	1.6	203	4.26
1877	351	401	2007	1	24	21	13.75	1.8	220	4.77
1878	351	401	2007	1	16	21	13.25	1.4	187	5.2
1879	351	401	2007	1	18	21	12.2	1.8	225	5.68
1880	351	401	2007	1	22	21	11.65	1.9	238	5.53
1881	318	402	2007	2	9	20	12.85	2.1	263	7.33
1882	318	402	2007	1	22	20	7.5	1.8	225	6.14
519	318	402	2007	1	16	20	12.95	2.2	270	6.52
423	318	402	2007	1	18	20	15	2	268	6.54
1883	318	402	2007	1	14	20	13.1	2.1	276	7.46
1884	342	403	2007	2	9	20	14.9	2.1	268	6.77
1885	342	403	2007	2	11	20	12.6	1.9	240	5.77
1886	342	403	2007	1	24	20	7.05	1.6	195	5.05
1887	342	403	2007	1	22	20	14.1	2	240	5.5
1888	324	404	2007	3	15	20	20.55	1.9	250	6.21
452	324	404	2007	2	9	20	17	2	259	6.49
457	324	404	2007	2	11	20	16.9	1.9	247	4.58
486	324	404	2007	1	14	20	15.95	1.5	207	4.82
1889	344	405	2007	2	11	20	15.8	2.3	281	7.36
1890	344	405	2007	3	15	20	13.65	2.1	266	6.35
419	344	405	2007	1	16	20	14.5	1.9	246	7.53
502	344	405	2007	1	14	20	14.95	2	265	6.6
492	344	405	2007	1	18	20	12.7	1.9	239	7.6
1891	311	406	2007	2	11	22	16.2	2	253	6.33
464	311	406	2007	1	18	22	17.45	1.9	245	7.26
489	311	406	2007	1	14	22	19.05	1.8	245	6.66
505	311	406	2007	1	22	22	16.2	1.9	240	6.61
1892	339	407	2007	2	11	21	15.9	1.9	237	6.22
1893	339	407	2007	2	9	21	16.7	2.2	261	5.57
1894	339	407	2007	3	15	21	16	2.1	263	6.72
1895	339	407	2007	1	16	21	16.2	2.1	265	6.34
1896	339	407	2007	1	14	21	15.2	1.8	225	5.8
1897	330	408	2007	2	13	22	14.9	1.6	218	4.45
1898	330	408	2007	1	26	22	15.35	2	247	6.11
1899	330	408	2007	1	22	22	13.4	1.7	203	5.81
1900	330	408	2007	1	18	22	14.75	2	240	4.69
1901	392	409	2007	2	13	21	14	1.6	195	4.85
533	392	409	2007	1	26	21	11.4	1.7	214	4.99
451	392	409	2007	1	24	21	11.7	1.8	221	5.92
500	392	409	2007	1	23	21	12.15	2.1	237	5.82
1902	392	409	2007	1	20	21	11.2	1.6	200	4.99
1903	386	410	2007	3	15	20	13.3	1.8	229	4.74
1904	386	410	2007	1	18	20	12.4	1.9	232	5.47
1905	386	410	2007	1	24	20	10.95	1.6	197	4.87
528	386	410	2007	1	19	20	8.75	1.6	185	5.14
498	386	410	2007	1	26	20	11	1.5	191	5.14
1906	397	411	2007	2	13	22	16.35	1.8	220	5.08
530	397	411	2007	1	23	22	13.45	1.8	217	5.76
529	397	411	2007	1	26	22	18.6	2.1	255	5.85
1907	397	411	2007	1	27	22	14.7	1.9	242	6.45
494	397	411	2007	1	19	22	16.35	2.2	262	7.06
1908	337	412	2007	2	13	22	18.05	1.8	237	5.49
1909	337	412	2007	1	25	22	10.6	1.7	199	6.08
466	337	412	2007	1	23	22	12.9	1.9	213	5.99
485	337	412	2007	1	24	22	13.1	1.9	230	6.8
469	337	412	2007	1	26	22	16.65	1.9	229	5.93
497	311	413	2007	1	26	21	14.3	2.1	244	6.16
1910	311	413	2007	1	19	21	14.15	2	227	7.12
531	311	413	2007	1	25	21	12.6	2.2	256	6.8
453	311	413	2007	1	23	21	14.45	2.1	240	6.71
1911	315	414	2007	1	26	21	11.4	1.8	210	4.86
1912	315	414	2007	1	27	21	9.6	1.9	205	6.02
1913	315	414	2007	1	19	21	5.85	1.6	169	4.5
1914	315	414	2007	1	25	21	11.3	2	229	6.82
1915	315	414	2007	1	23	21	11.65	1.8	207	6.06
1916	332	415	2007	2	13	21	17.65	2.1	240	6.76
1917	332	415	2007	1	24	21	15.05	1.8	209	6.32
1918	332	415	2007	1	26	21	14.75	1.6	202	6.87
1919	358	416	2007	2	13	21	15.5	1.9	223	5.87
1920	358	416	2007	1	25	21	15.6	1.7	200	5.26
523	358	416	2007	1	27	21	14.85	2	242	6.07
1921	358	416	2007	1	19	21	16.4	2.1	244	5.18
473	358	416	2007	1	23	21	13.1	2	237	6.56
1922	342	417	2007	2	13	20	16.35	1.7	203	5.58
1923	342	417	2007	1	25	20	11.15	1.4	164	5.47
431	342	417	2007	1	27	20	15.45	1.6	195	5.43
509	342	417	2007	1	19	20	14.1	1.8	210	5.44
421	342	417	2007	1	21	20	16.25	1.7	202	5.82
460	361	418	2007	1	19	19	7.1	1.6	180	4.55
1924	361	418	2007	1	23	19	12.35	1.9	211	5.07
1925	361	418	2007	1	25	19	10.6	1.2	150	4.02
1926	420	419	2008	2	59	21	16.4	1.8	256	6.81
1927	420	419	2008	1	58	21	11.95	1.7	230	5.74
606	420	419	2008	1	54	21	14.35	1.7	230	6
1928	420	419	2008	1	56	21	15.1	1.7	231	7.03
586	420	419	2008	1	60	21	15.05	1.7	240	6.6
1929	422	421	2008	3	51	22	14.05	2.1	279	6.55
1930	422	421	2008	1	56	22	14.8	1.7	237	5.75
1931	422	421	2008	1	58	22	10.65	1.7	223	6.13
1932	424	423	2008	3	51	22	7.75	1.9	250	6.41
1933	424	423	2008	2	59	22	14.15	1.5	229	5.84
638	424	423	2008	1	58	22	11.2	1.9	255	5.66
1934	424	423	2008	1	60	22	13.75	1.5	227	5.33
1935	426	425	2008	2	57	22	14	1.6	220	5
1936	426	425	2008	3	39	22	11.85	1.5	200	5.96
1937	426	425	2008	1	54	22	11.8	1.3	195	4.52
648	426	425	2008	1	60	22	13.75	2.1	275	6.3
1938	428	427	2008	2	57	21	11.95	2.1	275	4.69
1939	428	427	2008	3	51	21	13.2	2	267	7.11
551	428	427	2008	2	55	21	11.3	2.2	282	6.48
1940	428	427	2008	1	60	21	11.75	1.6	209	7.32
1941	428	427	2008	1	56	21	13.05	1.6	211	6.69
612	428	427	2008	1	54	21	12.65	1.7	238	5.58
1942	428	427	2008	1	58	21	13.25	1.6	218	6.06
1943	430	429	2008	3	51	21	15.45	1.9	255	5.61
652	430	429	2008	1	60	21	13.6	1.8	245	7.1
1944	430	429	2008	1	58	21	11.45	1.8	238	5.65
1945	432	431	2008	2	55	21	12.75	1.6	210	5.14
1946	432	431	2008	2	53	21	15.55	1.8	246	5.5
1947	432	431	2008	3	39	21	14.05	1.9	253	6.47
1948	432	431	2008	1	18	21	7.35	1.2	182	4.87
1949	432	431	2008	1	52	21	10.95	1.7	216	6.1
1950	432	431	2008	1	56	21	13.15	1.7	223	5.63
1951	432	431	2008	1	60	21	12.1	1.6	210	5.99
1952	434	433	2008	2	55	21	10.45	1.7	235	5.99
1953	434	433	2008	2	57	21	12.1	1.9	246	5.71
1954	434	433	2008	1	58	21	11.35	1.9	250	6.69
1955	434	433	2008	1	52	21	9.06	1.8	240	5.91
643	434	433	2008	1	60	21	13.2	1.7	227	5.87
1956	436	435	2008	2	57	21	13.85	1.7	230	6.13
1957	436	435	2008	1	56	21	12.8	1.5	209	6.2
1958	436	435	2008	1	24	21	13.15	1.8	262	7.08
1959	436	435	2008	1	60	21	12.25	1.8	243	6.99
1960	436	435	2008	1	54	21	10.25	1.7	217	6.23
1961	438	437	2008	2	57	20	13.2	1.3	175	4.14
1962	438	437	2008	2	55	20	13.65	1.9	252	4.79
1963	438	437	2008	1	52	20	11.85	1.7	225	5.23
1964	438	437	2008	1	50	20	11.5	1.8	235	5.86
1965	438	437	2008	1	54	20	13.8	1.7	237	5.18
580	440	439	2008	2	55	20	12.05	2.1	278	5.24
1966	440	439	2008	2	57	20	11.6	1.8	241	5.28
1967	440	439	2008	3	51	20	10.15	2	267	5.92
1968	440	439	2008	1	56	20	12.4	1.7	230	5.36
1969	442	441	2008	2	55	19	15	1.7	232	4.97
1970	442	441	2008	2	59	19	14.35	1.9	252	6.72
1971	442	441	2008	3	51	19	16.1	1.9	265	5.93
1972	442	441	2008	1	48	19	16.8	1.6	228	4.91
1973	442	441	2008	1	50	19	13.4	1.6	210	6.06
1974	442	441	2008	1	56	19	15.6	1.9	250	6.09
1975	442	441	2008	1	54	19	11.3	1.8	241	7.07
547	444	443	2008	2	53	19	13.05	1.8	248	5.96
543	444	443	2008	2	59	19	13	2.2	295	6.08
1976	446	445	2008	2	55	22	11.85	1.6	215	5.22
1977	446	445	2008	3	39	22	10.05	1.7	215	6.03
1978	446	445	2008	1	9	22	8.4	1.3	187	4.76
1979	446	445	2008	1	18	22	8.45	1.7	227	5.44
1980	446	445	2008	1	16	22	7.9	1.6	226	5.12
1981	446	445	2008	1	20	22	8.3	1.6	220	6.09
1982	448	447	2008	2	59	22	14.85	2	270	6.35
1983	448	447	2008	2	57	22	15.45	1.8	236	5.58
1984	448	447	2008	1	54	22	14.75	1.6	228	5.93
1985	450	449	2008	2	53	22	11.25	1.3	179	4.62
1986	450	449	2008	1	12	22	6.9	0.9	130	4.24
1987	450	449	2008	1	52	22	9.05	1.5	188	5.78
1988	450	449	2008	1	50	22	10.65	1.6	205	6.26
1989	450	449	2008	1	54	22	11.15	1.7	223	5.86
1990	452	451	2008	2	53	22	9.7	1.8	220	4.86
1991	452	451	2008	1	48	22	12.25	1.5	201	5.5
1992	452	451	2008	1	22	22	10.95	1.7	237	7.35
1993	452	451	2008	1	50	22	13.15	1.5	207	6.01
1994	454	453	2008	2	53	21	13.8	1.6	210	4.14
1995	454	453	2008	2	59	21	13.55	2	257	6.33
1996	454	453	2008	1	24	21	16.65	1.8	256	5.42
1997	454	453	2008	1	18	21	13.2	1.7	259	5.94
608	454	453	2008	1	52	21	12.75	1.8	237	5.69
1998	457	456	2008	3	39	21	9.45	2	250	5.28
1999	457	456	2008	2	57	21	11.9	2	267	6.03
2000	457	456	2008	1	52	21	10.75	1.7	219	5.68
2001	457	456	2008	1	24	21	11.15	1.7	234	6.06
2002	457	456	2008	1	48	21	10.55	1.7	211	5.09
2003	422	458	2008	3	51	20	13.2	2	256	5.57
557	422	458	2008	2	55	20	12.15	1.8	244	6.31
588	422	458	2008	1	18	20	14.2	1.9	280	6.05
560	422	458	2008	1	48	20	13.4	2	250	5.89
647	422	458	2008	1	58	20	13.25	1.9	239	7.06
2004	422	458	2008	1	50	20	11.45	1.5	190	4.37
2005	434	459	2008	2	53	20	9.2	1.8	235	6.39
2006	434	459	2008	3	39	20	13.15	1.8	231	6.53
2007	434	459	2008	1	48	20	13	1.5	200	6
2008	434	459	2008	1	52	20	11.75	1.6	205	5.29
2009	461	460	2008	2	47	20	12.15	1.6	203	5.37
2010	461	460	2008	1	44	20	12.75	1.7	214	5.48
2011	461	460	2008	1	42	20	14.7	1.8	238	5.9
2012	461	460	2008	1	40	20	14.1	1.7	238	7.26
2013	463	462	2008	2	53	20	13.15	1.6	210	4.71
2014	463	462	2008	1	18	20	5.65	1.7	231	4.61
578	463	462	2008	1	20	20	5.25	1.7	217	5.42
642	463	462	2008	1	50	20	12.5	2	261	5.71
2016	420	464	2008	2	49	19	11.25	1.7	226	5.07
2017	420	464	2008	3	41	19	8.05	1.8	218	5.95
2018	420	464	2008	2	47	19	10.75	1.9	260	7.1
630	420	464	2008	1	46	19	14	1.9	257	6.61
2019	420	464	2008	1	42	19	11	1.7	220	5.68
2020	436	465	2008	2	53	19	12.5	1.3	167	3.18
2021	436	465	2008	2	21	19	11.15	1.4	183	4.38
2022	436	465	2008	3	39	19	11.3	1.2	152	4.25
2023	436	465	2008	1	48	19	12.55	1.4	181	4.5
2024	452	466	2008	2	49	19	12.4	1.7	228	6.16
546	452	466	2008	1	44	19	9	1.9	220	5.69
619	452	466	2008	1	42	19	10.05	1.8	231	7.45
607	452	466	2008	1	24	19	11.1	1.9	259	7.32
2025	446	467	2008	2	45	19	10.55	1.9	238	5.38
2026	446	467	2008	2	49	19	9.55	1.8	239	5.22
2027	446	467	2008	3	41	19	9.9	1.9	240	5.75
2028	446	467	2008	3	38	19	7.05	2	249	6.02
2029	446	467	2008	1	44	19	8.65	1.7	217	5.96
2030	446	467	2008	1	42	19	9.45	1.9	233	6.19
2031	446	467	2008	1	46	19	9.35	1.7	212	5.22
2032	446	467	2008	1	26	19	7.5	1.7	211	4.29
2033	426	468	2008	2	21	22	14	1.9	244	5.49
2034	426	468	2008	2	47	22	14	1.8	222	4.81
2035	426	468	2008	3	41	22	11.4	1.9	228	5.1
581	426	468	2008	1	14	22	12	2	236	6.1
598	426	468	2008	1	44	22	12.7	2	244	5.3
570	426	468	2008	1	13	22	16.45	1.9	235	5.09
592	470	469	2008	2	47	22	13.05	1.9	240	5.53
2036	470	469	2008	3	41	22	11.45	2	247	3.84
2037	470	469	2008	2	49	22	12.75	1.8	219	5.02
566	470	469	2008	1	40	22	12.2	1.6	203	5.57
2038	470	469	2008	1	42	22	13.2	1.8	243	6.42
2039	470	469	2008	1	46	22	15.65	1.9	250	6.12
2040	450	471	2008	2	27	22	12.45	1.4	228	4.81
2041	450	471	2008	2	45	22	12.2	1.7	215	5.03
2042	450	471	2008	1	34	22	8.85	1.7	212	5.26
2043	450	471	2008	1	32	22	12.2	1.7	222	4.76
2044	450	471	2008	1	36	22	7.9	1.3	169	4.32
541	424	472	2008	2	45	22	12.7	1.9	235	5.53
2045	424	472	2008	3	32	22	9.7	2	246	5.3
2046	424	472	2008	3	41	22	10.4	1.9	233	5.56
2047	424	472	2008	1	30	22	10.95	1.1	152	3.92
583	424	472	2008	1	24	22	11.8	2	263	5.55
2048	424	472	2008	1	34	22	13.4	1.9	237	5.59
2049	454	473	2008	2	45	22	10.1	1.8	229	5.4
2050	454	473	2008	1	2	22	14.6	1.9	250	5.09
2051	454	473	2008	1	20	22	15.45	1.6	222	4.29
2052	454	473	2008	1	18	22	12.15	1.6	233	5.83
602	454	473	2008	1	24	22	14.1	2	277	4.84
2053	461	474	2008	2	47	22	15.5	1.8	229	4.92
2054	461	474	2008	2	45	22	12.7	1	139	4.22
574	461	474	2008	1	48	22	11	1.9	229	5.97
2055	461	474	2008	1	20	22	12.75	1.7	225	5.61
2056	461	474	2008	1	38	22	13.35	1.5	186	5.5
2057	461	474	2008	1	50	22	12.65	1.6	208	4.83
2058	420	475	2008	2	49	22	13.3	1.7	215	4.09
2059	420	475	2008	2	47	22	13	1.6	204	4.47
568	420	475	2008	1	18	22	14.75	1.9	249	5.38
639	420	475	2008	1	46	22	15.4	1.9	247	6.76
2060	444	476	2008	2	45	21	18.55	1.9	258	6.4
2061	444	476	2008	1	42	21	14.35	1.7	221	4.94
2062	444	476	2008	1	38	21	14.8	1.9	247	6.27
587	444	476	2008	1	44	21	13.75	1.8	223	4.83
2063	444	476	2008	1	46	21	15.65	2	243	6.45
2064	478	477	2008	2	21	21	12.1	2	240	6.6
2065	478	477	2008	2	43	21	11.55	1.6	192	5.08
621	478	477	2008	1	42	21	14.15	2	251	7.86
624	478	477	2008	1	46	21	16.55	2.1	260	6.92
590	478	477	2008	1	44	21	12.9	1.7	212	5.81
556	478	477	2008	1	40	21	12.1	1.8	225	6.29
2066	442	479	2008	2	47	21	13.05	1.8	213	5.48
2067	442	479	2008	3	41	21	14	2	253	5.88
2068	442	479	2008	1	42	21	15.2	2	245	6.48
2069	442	479	2008	1	46	21	13.1	2	241	6.84
2070	442	479	2008	1	34	21	11.25	1.7	216	7.05
633	422	480	2008	1	40	20	12.4	1.7	202	4.93
2071	440	481	2008	2	27	20	13.45	1.9	250	6.56
2072	440	481	2008	2	43	20	11.35	1.6	207	5.37
2073	440	481	2008	3	17	20	13.6	2	260	4.8
2074	440	481	2008	1	32	20	14.35	1.5	196	5.03
2075	440	481	2008	1	38	20	12.15	1.6	200	5.78
552	440	481	2008	1	30	20	15.1	1.8	235	6.03
576	457	482	2008	2	43	20	10.2	1.8	217	4.81
2076	457	482	2008	1	36	20	10.05	1.8	205	4.92
605	457	482	2008	1	38	20	11.8	1.7	215	5.64
554	457	482	2008	1	16	20	10.35	1.8	235	5.82
595	478	483	2008	2	43	20	13.25	1.7	218	4.37
2077	478	483	2008	3	39	20	12.55	2	253	5.61
564	478	483	2008	1	40	20	12.6	1.9	238	5.66
2078	478	483	2008	1	36	20	11.35	1.9	237	6.14
550	478	483	2008	1	34	20	13.1	1.9	247	5.81
2079	426	484	2008	2	43	20	15.05	1.8	228	5.13
2080	426	484	2008	1	40	20	14.3	1.7	214	5.92
2081	430	485	2008	2	27	22	10.05	1.7	235	6.18
2082	430	485	2008	3	41	22	13	1.7	215	5.77
2083	430	485	2008	1	44	22	12.9	1.8	235	5.17
2084	430	485	2008	1	40	22	14.75	1.6	218	5.99
2085	430	485	2008	1	36	22	11.95	1.6	215	5.46
623	430	485	2008	1	24	22	12.9	1.9	262	6.34
2086	430	486	2008	2	43	22	17.3	1.8	227	5.93
2087	430	486	2008	1	38	22	16.5	1.6	190	5.1
2088	430	486	2008	1	36	22	15.35	1.5	193	6.01
2089	430	486	2008	1	34	22	13.7	1.5	182	5.45
2090	430	486	2008	1	32	22	16.65	1.7	207	5.23
553	488	487	2008	2	27	22	13.3	1.9	260	5.56
585	488	487	2008	2	43	22	14.05	1.9	232	4.89
609	488	487	2008	1	32	22	16.9	2	251	5.09
622	488	487	2008	1	34	22	14.25	1.9	238	5.68
640	488	487	2008	1	38	22	17.9	1.8	241	5.59
2091	488	487	2008	1	36	22	16.6	1.9	250	6.29
2092	436	489	2008	3	15	22	10.3	1.6	220	5.28
2093	436	489	2008	2	37	22	14	1.7	217	4.23
2094	436	489	2008	1	30	22	12.5	1.6	206	5.61
2095	436	489	2008	1	24	22	13.5	1.6	235	5.91
2096	436	489	2008	1	31	22	13.3	1.4	177	4.72
2097	436	489	2008	1	33	22	14.05	1.6	210	5.91
2098	454	490	2008	3	17	22	11.9	1.6	228	4.44
2099	454	490	2008	2	37	22	16.95	1.5	200	5.07
2100	454	490	2008	1	11	22	15.6	1.5	206	4.9
2101	454	490	2008	1	33	22	12.05	1.4	184	3.76
2102	454	490	2008	1	31	22	12.75	1.7	204	4.86
2103	432	491	2008	2	49	21	16.6	1.5	193	4.82
2104	432	491	2008	3	39	21	12.75	1.6	198	5.49
2105	432	491	2008	1	32	21	14.55	1.2	147	3.6
2106	432	491	2008	1	12	21	9.55	1.5	181	4.7
2107	432	491	2008	1	34	21	13	1.5	178	5.13
2108	432	491	2008	1	38	21	13.55	1.6	202	5.22
2109	488	492	2008	2	37	21	15.6	1.6	205	5.69
617	488	492	2008	1	11	21	15.55	1.8	226	6.5
2110	488	492	2008	1	33	21	15	1	139	4.89
2111	488	492	2008	1	30	21	15.8	1.5	194	4.63
2112	488	492	2008	1	31	21	14.85	1.7	215	5.24
2113	446	493	2008	3	17	21	12	1.7	242	5.37
